,arrestnumber,page_num,charges,charge_type,charge_counts,charge_IBRcode,charge_statutenumber,charge_warrantdate,chargenum
9720,324297,0.0,Simple Assault & Battery Or Affray,Misd,1.0,13B,14-33(A),05/09/2021,1
9721,312098,0.0,Warrant Service For Other Jurisdiction,Misd,1.0,9910,WARR,06/04/2019,1
9722,312098,0.0,Warrant Service For Other Jurisdiction,Misd,1.0,9910,WARR,06/13/2019,2
9723,322396,0.0,Violate Domestic Violence Protective Order,Misd,1.0,90Z,50B-4.1,03/10/2021,1
9724,322397,0.0,Violate Domestic Violence Protective Order,Misd,1.0,90Z,50B-4.1,02/15/2021,1
9725,324357,0.0,Assault On Female,Misd,1.0,13B,14-33(C2),05/13/2021,1
9726,311598,0.0,Breaking And Entering Building  (misdemeanor),Misd,1.0,220,14-54(B),05/09/2019,1
9727,311598,0.0,Injury To Personal Property,Misd,1.0,290,14-160,05/09/2019,2
9728,311599,0.0,Warrant Service For Other Jurisdiction,Misd,1.0,9910,WARR,05/30/2019,1
9729,309457,0.0,Assault On Female,Misd,1.0,13B,14-33(C2),02/17/2019,1
9730,309457,0.0,Injury To Personal Property,Misd,1.0,290,14-160,02/17/2019,2
9731,309457,0.0,Interfering With Emergency Communication,Misd,1.0,90Z,14-286.2,02/17/2019,3
9732,325106,0.0,Drive While License Revoked Not Impaired RevBased,Misd,1.0,9914,20-28(A),07/03/2021,1
9733,325106,0.0,Failure To Stop At Stoplight At Intersection,Misd,1.0,9914,20-158(B2),07/03/2021,2
9734,315056,0.0,Assault On Female,Misd,1.0,13B,14-33(C2),02/17/2019,1
9735,315056,0.0,Injury To Personal Property,Misd,1.0,290,14-160,02/17/2019,2
9736,315056,0.0,Interfering With Emergency Communication,Misd,1.0,90Z,14-286.2,02/17/2019,3
9737,324239,0.0,Intimidating Exhibit,Misd,1.0,90Z,14-12.13,05/05/2021,1
9738,329789,0.0,Fail To Appear-criminal Summons Or Citation,Misd,1.0,90Z,15A-305(B)(3),10/14/2020,1
9739,329789,0.0,Fail To Appear-criminal Summons Or Citation,Misd,1.0,90Z,15A-305(B)(3),10/14/2020,2
9740,329789,0.0,Fail To Appear-criminal Summons Or Citation,Misd,1.0,90Z,15A-305(B)(3),10/14/2020,3
9741,314387,0.0,Warrant Service For Other Jurisdiction,Misd,1.0,9910,WARR,08/27/2019,1
9742,314387,0.0,Warrant Service For Other Jurisdiction,Misd,1.0,9910,WARR,08/27/2019,2
9743,307854,0.0,Injuring Or Tampering With Vehicle,Misd,1.0,90Z,20-107,11/24/2018,1
9744,312199,0.0,Possession Of Drug Paraphernalia,Misd,1.0,35B,90-113.22,06/29/2019,1
9745,309937,0.0,Fail To Appear-release Order,Misd,1.0,90Z,15A-305(B)(2),10/15/2018,1
9746,312789,0.0,Larceny (misdemeanor),Misd,1.0,23H,14-72(A) M,07/28/2019,1
9747,316746,0.0,Possess Control Substance Schedule Iv,Misd,1.0,35A,90-95(A3)4,01/30/2020,1
9748,316746,0.0,Possess/carry Firearm By Minor,Misd,1.0,520,14-269.7(A),01/30/2020,2
9749,316746,0.0,Driving While Impaired,Misd,1.0,90D,20-138.1,01/30/2020,3
9750,327346,0.0,Carrying Concealed Weapons,Misd,1.0,520,14-269,12/11/2021,1
9751,327346,0.0,Alteration  Disguise Or Concealment Of Numbers,Misd,1.0,9914,20-63(G),12/11/2021,2
9752,307060,0.0,Warrant Service For Other Jurisdiction,Fel,1.0,9910,WARR,08/02/2017,1
9753,309449,0.0,Breaking And Entering Building  (felony),Fel,1.0,220,14-54(A),02/16/2019,1
9754,309449,0.0,Larceny (felony),Fel,1.0,23H,14-72(A) F,02/16/2019,2
9755,309449,0.0,Vandalism-to Real Property Willful And WantonInjury,Misd,1.0,290,14-127,02/16/2019,3
9756,313128,0.0,Embezzlement Prop. Rec. By Virtue OfOffice/employment,Fel,1.0,270,14-90,08/08/2019,1
9757,314275,0.0,Possess Control Substance Schedule Vi,Misd,1.0,35A,90-95(A3)6,10/04/2019,1
9758,311711,0.0,Possessing Stolen Goods,Fel,1.0,280,14-71.1,01/11/2016,1
9759,314881,0.0,Larceny By Servants And Other Employees,Fel,1.0,270,14-74,11/02/2019,1
9760,326999,0.0,Carrying Concealed Weapons,Misd,1.0,520,14-269,11/11/2021,1
9761,327345,0.0,Assault By Strangulation Inflict Physical Injury,Fel,1.0,13A,14-32.4(B),12/10/2021,1
9762,327345,0.0,Assault Inflict Serious Injury Or Awdw,Misd,1.0,13A,14-33(C1),12/10/2021,2
9763,327345,0.0,Assault On Female,Misd,1.0,13B,14-33(C2),12/10/2021,3
9764,327345,0.0,Communicating Threats,Misd,1.0,13C,14-277.1,12/10/2021,4
9765,312527,0.0,Sell Or Deliver Control Substance Schedule I,Fel,1.0,35A,90-95(A1)S1,07/16/2019,1
9766,312527,0.0,Trafficking Heroin,Fel,1.0,35A,90-95(H4),07/16/2019,2
9767,312527,0.0,Maintain Dwelling/veh For Controlled Substance,Fel,1.0,35A,90-108(A7),07/16/2019,3
9768,324258,0.0,Assault On Female,Misd,1.0,13B,14-33(C2),05/06/2021,1
9769,319505,0.0,Possess Control Substance Schedule Ii,Fel,1.0,35A,90-95(A3)2,01/28/2020,1
9770,318938,0.0,Second Degree Kidnapping,Fel,1.0,100,14-39(B),05/05/2020,1
9771,318938,0.0,Larceny (felony),Fel,1.0,23H,14-72(A) F,05/05/2020,2
9772,318938,0.0,Attempted Larceny Of Property Or Goods,Misd,1.0,23H,14-72,05/05/2020,3
9773,318938,0.0,Receiving Or Transferring Stolen Vehicles,Fel,1.0,280,14-71.2,05/05/2020,4
9774,318936,0.0,Larceny (misdemeanor),Misd,1.0,23H,14-72(A) M,05/08/2020,1
9775,318936,0.0,Conspiracy To Commit Misdemeanor,Misd,1.0,90Z,14-2.4(B),05/08/2020,2
9776,317540,0.0,Possess Control Substance Schedule Vi,Misd,1.0,35A,90-95(A3)6,03/21/2020,1
9777,317540,0.0,Probation Violation,Fel,1.0,90Z,15A-1345,09/26/2017,2
9778,309073,0.0,Maintain Dwelling/veh For Controlled Substance,Fel,1.0,35A,90-108(A7),01/18/2019,1
9779,309073,0.0,Attempt And Conspiracy To Violate ControlledSubstance Laws,Fel,2.0,35A,90-98,01/18/2019,2
9780,309073,0.0,Maintain Dwelling/veh For Controlled Substance,Fel,1.0,35A,90-108(A7),01/18/2019,3
9781,309073,0.0,Child Abuse A General Misdemeanor,Misd,2.0,90F,14-318.2,01/18/2019,4
9782,309073,0.0,Child Abuse A General Misdemeanor,Misd,3.0,90F,14-318.2,01/18/2019,5
9783,324472,0.0,Assault By Pointing A Gun,Misd,1.0,13A,14-34,05/20/2021,1
9784,324472,0.0,Communicating Threats,Misd,1.0,13C,14-277.1,05/20/2021,2
9785,324472,0.0,Possess Control Substance Schedule Iii,Misd,1.0,35A,90-95(A3)3,05/20/2021,3
9786,322944,0.0,Assault On Female,Misd,1.0,13B,14-33(C2),04/18/2021,1
9787,308905,0.0,Assault On Public Transit Operator,Misd,1.0,13B,14-33(C7),01/17/2019,1
9788,309550,0.0,Communicating Threats,Misd,1.0,13C,14-277.1,02/22/2019,1
9789,318588,0.0,Warrant Service For Other Jurisdiction,Misd,1.0,9910,WARR,04/08/2020,1
9790,307986,0.0,Disorderly Conduct,Misd,1.0,90C,14-288.4,11/30/2018,1
9791,307986,0.0,Possess/consump Of Malt Be/unfort Wine-localOrdinance,Misd,1.0,90G,18B-300(C),11/30/2018,2
9792,322739,0.0,Larceny By Servants And Other Employees,Fel,1.0,270,14-74,04/03/2021,1
9793,309630,0.0,Possessing Stolen Goods,Fel,1.0,280,14-71.1,02/27/2019,1
9794,309630,0.0,Resist Delay Obstruct Public Officer,Misd,1.0,90Z,14-223,02/27/2019,2
9795,310067,0.0,"B&e-vehicle, Rr Cars, Other Motor Vehicles",Fel,1.0,23F,14-56,03/07/2019,1
9796,310067,0.0,Larceny (felony),Fel,1.0,23H,14-72(A) F,03/07/2019,2
9797,317655,0.0,Assault With Deadly Weapon W/intent To Kill OrIsi,Fel,1.0,13A,14-32,03/27/2020,1
9798,317655,0.0,Assault With Deadly Weapon With Intent To Kill,Fel,1.0,13A,14-32(C),03/27/2020,2
9799,313045,0.0,Fail To Appear-release Order,Misd,2.0,90Z,15A-305(B)(2),07/25/2019,1
9800,306999,0.0,Assault Law Enforcement Or State Officer,Misd,1.0,13B,14-33(C4),06/07/2018,1
9801,306999,0.0,Receiving Or Transferring Stolen Vehicles,Fel,1.0,280,20-106,10/03/2018,2
9802,306999,0.0,Probation Violation,Misd,1.0,90Z,15A-305(B)4,06/07/2018,3
9803,306999,0.0,Probation Violation,Misd,1.0,90Z,15A-1345,06/07/2018,4
9804,329951,0.0,Possess Control Substance Schedule Vi,Misd,1.0,35A,90-95(A3)6,03/31/2022,1
9805,310231,0.0,Attempted Murder (non-specified),Fel,1.0,13A,14-17*,03/25/2019,1
9806,322954,0.0,Warrant Service For Other Jurisdiction,Misd,1.0,9910,WARR,04/15/2021,1
9807,316883,0.0,Assault By Pointing A Gun,Misd,1.0,13A,14-34,02/05/2020,1
9808,316883,0.0,Assault On Female,Misd,1.0,13B,14-33(C2),02/05/2020,2
9809,316883,0.0,Communicating Threats,Misd,1.0,13C,14-277.1,02/05/2020,3
9810,316884,0.0,Simple Assault & Battery Or Affray,Misd,1.0,13B,14-33(A),02/05/2020,1
9811,308916,0.0,Simple Assault & Battery Or Affray,Misd,1.0,13B,14-33(A),11/08/2018,1
9812,308916,0.0,Resist Delay Obstruct Public Officer,Misd,1.0,90Z,14-223,12/21/2018,2
9813,307738,0.0,Resist Delay Obstruct Public Officer,Misd,1.0,90Z,14-223,11/17/2018,1
9814,307738,0.0,Criminal Contempt,Misd,1.0,90Z,5A-11,11/17/2018,2
9815,322542,0.0,Simple Assault & Battery Or Affray,Misd,1.0,13B,14-33(A),02/27/2021,1
9816,327642,0.0,Larceny By Servants And Other Employees,Fel,1.0,270,14-74,12/24/2021,1
9817,310424,0.0,Possess Witm/s/d Controll Substance Schedule Vi,Fel,1.0,35A,90-95(A1)P6,03/13/2019,1
9818,310424,0.0,Maintain Dwelling/veh For Controlled Substance,Fel,1.0,35A,90-108(A7),03/13/2019,2
9819,310424,0.0,False Report To Police Radio BroadcastingStation,Misd,1.0,90Z,14-225,03/13/2019,3
9820,310424,0.0,Furnishing Information InAccident-property Damage,Misd,1.0,9914,20-166(C1),03/13/2019,4
9821,309988,0.0,Possess W/i/t M/s/d Control Substance Schedule I,Fel,1.0,35A,90-95(A1)P1,03/13/2019,1
9822,309988,0.0,Maintain Dwelling/veh For Controlled Substance,Fel,1.0,35A,90-108(A7),03/13/2019,2
9823,309988,0.0,False Report To Police Radio BroadcastingStation,Misd,1.0,90Z,14-225,03/13/2019,3
9824,324158,0.0,Possess Witm/s/d Controll Substance Schedule Vi,Fel,1.0,35A,90-95(A1)P6,04/30/2021,1
9825,324158,0.0,Possession Of Drug Paraphernalia,Misd,1.0,35B,90-113.22,04/30/2021,2
9826,315675,0.0,Possess Control Substance Schedule Vi,Misd,1.0,35A,90-95(A3)6,11/21/2019,1
9827,315675,0.0,Possess W/i/t M/s/d Control Substance Schedule I,Fel,1.0,35A,90-95(A1)P1,11/21/2019,2
9828,315301,0.0,Warrant Service For Other Jurisdiction,Fel,1.0,9910,WARR,11/21/2019,1
9829,315300,0.0,Warrant Service For Other Jurisdiction,Fel,1.0,9910,WARR,11/21/2019,1
9830,308998,0.0,Concealment Of Merchandise,Misd,1.0,23C,14-72.1(A),01/25/2019,1
9831,317431,0.0,Simple Assault & Battery Or Affray,Misd,3.0,13B,14-33(A),03/04/2020,1
9832,317431,0.0,Communicating Threats,Misd,1.0,13C,14-277.1,03/04/2020,2
9833,317431,0.0,Vandalism-to Real Property Willful And WantonInjury,Misd,2.0,290,14-127,03/04/2020,3
9834,317431,0.0,Possess Control Substance Schedule Ii,Fel,1.0,35A,90-95(A3)2,03/04/2020,4
9835,317431,0.0,Possession Of Drug Paraphernalia,Misd,1.0,35B,90-113.22,03/04/2020,5
9836,310124,0.0,Communicating Threats,Misd,1.0,13C,14-277.1,03/22/2019,1
9837,312893,0.0,Larceny (misdemeanor),Misd,1.0,23H,14-72(A) M,08/01/2019,1
9838,318993,0.0,Communicating Threats,Misd,1.0,13C,14-277.1,08/27/2019,1
9839,318918,0.0,Assault By Pointing A Gun,Misd,1.0,13A,14-34,05/10/2019,1
9840,318918,0.0,Injury To Personal Property,Misd,1.0,290,14-160,11/16/2018,2
9841,318923,0.0,Injury To Personal Property,Misd,1.0,290,14-160,10/11/2018,1
9842,318943,0.0,Communicating Threats,Misd,1.0,13C,14-277.1,07/16/2019,1
9843,319002,0.0,Resist Delay Obstruct Public Officer,Misd,1.0,90Z,14-223,06/30/2020,1
9844,319964,0.0,Murder (first Degree),Fel,1.0,09A,14-17FIR,09/16/2020,1
9845,319964,0.0,Assault With Deadly Weapon With Intent To Kill,Fel,1.0,13A,14-32(C),09/16/2020,2
9846,316499,0.0,Assault Inflict Serious Injury Or Awdw,Misd,1.0,13A,14-33(C1),10/21/2019,1
9847,316500,0.0,Fail To Appear-release Order,Misd,1.0,90Z,15A-305(B)(2),12/18/2019,1
9848,317506,0.0,Breaking And Entering Building  (felony),Fel,1.0,220,14-54(A),03/08/2020,1
9849,317506,0.0,Larceny After Burglary/b&e,Fel,1.0,23H,14-72(B2),03/08/2020,2
9850,317627,0.0,Stalking,Fel,1.0,13C,14-277.3,03/20/2020,1
9851,317628,0.0,Stalking,Fel,1.0,13C,14-277.3,03/08/2020,1
9852,317629,0.0,Trespass (second Degree),Misd,1.0,90J,14-159.13,03/08/2020,1
9853,319959,0.0,Murder (first Degree),Fel,1.0,09A,14-17FIR,09/16/2020,1
9854,319959,0.0,Assault With Deadly Weapon With Intent To Kill,Fel,1.0,13A,14-32(C),09/16/2020,2
9855,310779,0.0,Driving While Impaired,Misd,1.0,90D,20-138.1,04/17/2019,1
9856,310779,0.0,No Operator License,Misd,1.0,9914,20-7(A),04/17/2019,2
9857,318951,0.0,Driving While Impaired,Misd,1.0,90D,20-138.1,07/01/2020,1
9858,316546,0.0,Fail To Appear-release Order,Misd,1.0,90Z,15A-305(B)(2),01/14/2020,1
9859,318383,0.0,Possess Control Substance Schedule Iii,Misd,1.0,35A,90-95(A3)3,05/22/2020,1
9860,318383,0.0,Possess Control Substance Schedule Vi,Misd,1.0,35A,90-95(A3)6,05/22/2020,2
9861,318383,0.0,Possession Of Firearms  Etc By Felon Prohibited,Fel,1.0,520,14-415.1,05/22/2020,3
9862,318382,0.0,Fail To Appear-release Order,Misd,1.0,90Z,15A-305(B)(2),02/06/2020,1
9863,330643,0.0,Carrying Concealed Weapons,Misd,1.0,520,14-269,05/20/2022,1
9864,330792,0.0,Possessing Stolen Goods,Fel,1.0,280,14-71.1,05/09/2022,1
9865,310509,0.0,Assault On Female,Misd,1.0,13B,14-33(C2),03/26/2019,1
9866,310509,0.0,Communicating Threats,Misd,1.0,13C,14-277.1,03/26/2019,2
9867,310627,0.0,Assault On Female,Misd,1.0,13B,14-33(C2),04/15/2019,1
9868,310627,0.0,Communicating Threats,Misd,1.0,13C,14-277.1,04/15/2019,2
9869,330160,0.0,Warrant Service For Other Jurisdiction,Fel,1.0,9910,WARR,01/19/2022,1
9870,330160,0.0,Warrant Service For Other Jurisdiction,Fel,1.0,9910,WARR,01/10/2022,2
9871,308698,0.0,Assault By Strangulation Inflict Physical Injury,Fel,1.0,13A,14-32.4(B),01/11/2018,1
9872,308698,0.0,Assault On Female,Misd,1.0,13B,14-33(C2),01/11/2018,2
9873,324807,0.0,Possessing Stolen Goods,Fel,1.0,280,14-71.1,09/16/2020,1
9874,319103,0.0,Warrant Service For Other Jurisdiction,Misd,1.0,9910,WARR,06/26/2020,1
9875,329758,0.0,Warrant Service For Other Jurisdiction,Misd,1.0,9910,WARR,01/08/2022,1
9876,318084,0.0,Driving While Impaired,Misd,1.0,90D,20-138.1,05/03/2020,1
9877,318084,0.0,Child Abuse A General Misdemeanor,Misd,1.0,90F,14-318.2,05/03/2020,2
9878,318084,0.0,Drive While License Revoked Not Impaired RevBased,Misd,1.0,9914,20-28(A),05/03/2020,3
9879,318994,0.0,Burglary (first Degree),Fel,1.0,220,14-51FIR,07/07/2020,1
9880,318994,0.0,Larceny (felony),Fel,1.0,23H,14-72(A) F,07/07/2020,2
9881,318994,0.0,Injury To Personal Property,Misd,1.0,290,14-160,07/07/2020,3
9882,318994,0.0,Conspiracy To Commit Felony,Fel,1.0,90Z,14-2.4(A),07/07/2020,4
9883,307965,0.0,Assault On Female,Misd,1.0,13B,14-33(C2),11/10/2018,1
9884,307965,0.0,Battery On An Unborn Child,Misd,1.0,13B,14-23.6,11/10/2018,2
9885,314136,0.0,Possession Of Drug Paraphernalia,Misd,1.0,35B,90-113.22,09/26/2019,1
9886,314136,0.0,Resist Delay Obstruct Public Officer,Misd,1.0,90Z,14-223,09/26/2019,2
9887,314137,0.0,Possessing Stolen Goods,Misd,1.0,280,14-71.1,09/26/2019,1
9888,313057,0.0,Resist Delay Obstruct Public Officer,Misd,1.0,90Z,14-223,08/08/2019,1
9889,327475,0.0,Simple Assault & Battery Or Affray,Misd,1.0,13B,14-33(A),12/20/2021,1
9890,320400,0.0,Larceny (misdemeanor),Misd,1.0,23H,14-72(A) M,10/12/2020,1
9891,329611,0.0,Warrant Service For Other Jurisdiction,Misd,1.0,9910,WARR,11/23/2020,1
9892,329611,0.0,Warrant Service For Other Jurisdiction,Misd,1.0,9910,WARR,11/23/2020,2
9893,319029,0.0,Larceny By Servants And Other Employees,Fel,1.0,270,14-74,07/10/2020,1
9894,308836,0.0,Breaking And Entering Building  (felony),Fel,2.0,220,14-54(A),01/17/2019,1
9895,308836,0.0,Larceny After Burglary/b&e,Fel,2.0,23H,14-72(B2),01/17/2019,2
9896,324450,0.0,Possessing Stolen Goods,Misd,1.0,280,14-71.1,05/07/2021,1
9897,325540,0.0,Fail To Appear-release Order,Misd,1.0,90Z,15A-305(B)(2),07/20/2021,1
9898,325540,0.0,Fail To Appear-criminal Summons Or Citation,Misd,1.0,90Z,15A-305(B)(3),07/23/2021,2
9899,316510,0.0,Obtaining Property By False Pretenses,Fel,1.0,26A,14-100,08/29/2019,1
9900,310437,0.0,Possessing Stolen Goods,Misd,1.0,280,14-71.1,04/05/2019,1
9901,310437,0.0,Resist Delay Obstruct Public Officer,Misd,1.0,90Z,14-223,04/05/2019,2
9902,310437,0.0,Drive While License Revoked Not Impaired RevBased,Misd,1.0,9914,20-28(A),04/05/2019,3
9903,313966,0.0,Fail To Appear-release Order,Misd,2.0,90Z,15A-305(B)(2),11/28/2018,1
9904,313966,0.0,Probation Violation,Misd,4.0,90Z,15A-1345,01/16/2019,2
9905,330376,0.0,Obtaining Property By False Pretenses,Fel,1.0,26A,14-100,04/26/2022,1
9906,330376,0.0,Conspiracy To Commit Felony,Fel,1.0,90Z,14-2.4(A),04/26/2022,2
9907,320158,0.0,Assault On Female,Misd,1.0,13B,14-33(C2),03/02/2020,1
9908,320161,0.0,Fail To Appear-release Order,Misd,1.0,90Z,15A-305(B)(2),01/31/2020,1
9909,320161,0.0,Fail To Appear-release Order,Misd,1.0,90Z,15A-305(B)(2),01/19/2020,2
9910,320161,0.0,Fail To Appear-release Order,Misd,1.0,90Z,15A-305(B)(2),01/19/2020,3
9911,320161,0.0,Fail To Appear-release Order,Misd,1.0,90Z,15A-305(B)(2),01/19/2020,4
9912,312063,0.0,Simple Assault & Battery Or Affray,Misd,1.0,13B,14-33(A),04/20/2019,1
9913,307753,0.0,Simple Assault & Battery Or Affray,Misd,1.0,13B,14-33(A),11/17/2018,1
9914,312382,0.0,Fail To Appear-release Order,Misd,1.0,90Z,15A-305(B)(2),07/01/2019,1
9915,309087,0.0,Warrant Service For Other Jurisdiction,Misd,1.0,9910,WARR,12/20/2018,1
9916,309087,0.0,Warrant Service For Other Jurisdiction,Misd,1.0,9910,WARR,01/22/2019,2
9917,324454,0.0,Larceny (misdemeanor),Misd,1.0,23H,14-72(A) M,05/07/2021,1
9918,325958,0.0,Breaking And Entering Building  (felony),Fel,1.0,220,14-54(A),09/05/2021,1
9919,325958,0.0,Larceny After Burglary/b&e,Fel,1.0,23H,14-72(B2),09/05/2021,2
9920,325958,0.0,Vandalism-to Real Property Willful And WantonInjury,Misd,1.0,290,14-127,09/05/2021,3
9921,310776,0.0,Assault On Female,Misd,1.0,13B,14-33(C2),04/24/2019,1
9922,318021,0.0,Assault On Female,Misd,1.0,13B,14-33(C2),04/29/2020,1
9923,319423,0.0,Simple Assault & Battery Or Affray,Misd,1.0,13B,14-33(A),08/05/2020,1
9924,314228,0.0,Probation Violation,Misd,1.0,90Z,15A-1345,08/26/2019,1
9925,309513,0.0,"B&e-vehicle, Rr Cars, Other Motor Vehicles",Fel,1.0,23F,14-56,12/05/2018,1
9926,309513,0.0,Larceny (felony),Fel,1.0,23H,14-72(A) F,12/05/2018,2
9927,309513,0.0,Obtaining Property By False Pretenses,Fel,1.0,26A,14-100,12/05/2018,3
9928,327390,0.0,Fail To Appear-release Order,Misd,1.0,90Z,15A-305(B)(2),12/15/2018,1
9929,327390,0.0,Fail To Appear-release Order,Misd,1.0,90Z,15A-305(B)(2),12/05/2018,2
9930,322233,0.0,Standing Sitting And Walking On MedianGenerally Prohibited,Misd,1.0,90Z,CO 66-12,02/27/2021,1
9931,321983,0.0,Fail To Appear-criminal Summons Or Citation,Misd,1.0,90Z,15A-305(B)(3),02/09/2021,1
9932,318332,0.0,Communicating Threats,Misd,1.0,13C,14-277.1,03/29/2019,1
9933,318332,0.0,Injury To Personal Property,Misd,1.0,290,14-160,03/29/2019,2
9934,324648,0.0,Concealment Of Merchandise,Misd,1.0,23C,14-72.1(A),05/24/2021,1
9935,326438,0.0,Larceny (misdemeanor),Misd,1.0,23H,14-72(A) M,10/05/2021,1
9936,312687,0.0,Warrant Service For Other Jurisdiction,Fel,1.0,9910,WARR,07/18/2019,1
9937,312687,0.0,Warrant Service For Other Jurisdiction,Fel,1.0,9910,WARR,07/18/2019,2
9938,312687,0.0,Warrant Service For Other Jurisdiction,Misd,1.0,9910,WARR,07/18/2019,3
9939,312687,0.0,Warrant Service For Other Jurisdiction,Misd,1.0,9910,WARR,07/18/2019,4
9940,312687,0.0,Warrant Service For Other Jurisdiction,Misd,1.0,9910,WARR,07/18/2019,5
9941,316465,0.0,Fail To Appear-criminal Summons Or Citation,Misd,1.0,90Z,15A-305(B)(3),01/09/2020,1
9942,311611,0.0,Possess Control Substance Schedule Vi,Misd,1.0,35A,90-95(A3)6,06/01/2019,1
9943,311611,0.0,Driving While Impaired,Misd,1.0,90D,20-138.1,06/01/2019,2
9944,311611,0.0,No Operator License,Misd,1.0,9914,20-7(A),06/01/2019,3
9945,315234,0.0,Fail To Appear-criminal Summons Or Citation,Misd,1.0,90Z,15A-305(B)(3),11/13/2019,1
9946,315234,0.0,Fail To Appear-criminal Summons Or Citation,Misd,1.0,90Z,15A-305(B)(3),11/13/2019,2
9947,315234,0.0,Fail To Appear-criminal Summons Or Citation,Misd,1.0,90Z,15A-305(B)(3),11/13/2019,3
9948,330124,0.0,Possess Witm/s/d Controll Substance Schedule Vi,Fel,1.0,35A,90-95(A1)P6,04/17/2022,1
9949,330124,0.0,Speed To Elude Arrest,Fel,1.0,9914,20-141.5,04/15/2022,2
9950,330124,0.0,Speeding-15 Mph More Than Speed Limit Or Over80 Mph,Misd,1.0,9914,20-141(J1),04/15/2022,3
9951,311520,0.0,Possession Of Firearms  Etc By Felon Prohibited,Fel,1.0,520,14-415.1,05/28/2019,2
9952,313969,0.0,True Bill Of Indictment,Fel,1.0,90Z,15A-305(B)(1),09/16/2019,1
9953,307795,0.0,Possess Witm/s/d Controll Substance Schedule Vi,Fel,2.0,35A,90-95(A1)P6,11/19/2018,1
9954,307795,0.0,Sell Or Deliver Control Substance Schedule Vi,Fel,2.0,35A,90-95(A1)S6,11/19/2018,2
9955,315587,0.0,Possess Control Substance Schedule Vi,Misd,1.0,35A,90-95(A3)6,12/06/2019,1
9956,330588,0.0,Assault By Pointing A Gun,Misd,1.0,13A,14-34,05/15/2022,1
9957,330588,0.0,Assault In Presence Of A Minor,Misd,1.0,13B,14-33(D),05/14/2022,2
9958,330588,0.0,Assault On Female,Misd,1.0,13B,14-33(C2),05/15/2022,3
9959,310675,0.0,Unauthorized Use Of Motor Vehicle,Misd,1.0,90Z,14-72.2,04/16/2019,1
9960,325441,0.0,Maintain Dwelling/veh For Controlled Substance,Fel,2.0,35A,90-108(A7),07/22/2021,1
9961,325441,0.0,Attempt And Conspiracy To Violate ControlledSubstance Laws,Fel,2.0,35A,90-98,07/22/2021,2
9962,325441,0.0,Possess Wit M/s/d Control Substance Schedule Ii,Fel,5.0,35A,90-95(A1)P2,07/22/2021,3
9963,325441,0.0,Sell/deliver Control Substance Schedule Ii,Fel,6.0,35A,90-95(A1)S2,07/22/2021,4
9964,325441,0.0,Sell/deliver Control Substance Schedule Ii,Fel,6.0,35A,90-95(A1)S2,07/22/2021,5
9965,325441,0.0,Possess Cs Public Park Or Within 1000Feet Of,Fel,1.0,35A,90-95(E)(10),07/22/2021,6
9966,320144,0.0,Assault By Pointing A Gun,Misd,1.0,13A,14-34,09/05/2020,1
9967,320144,0.0,Communicating Threats,Misd,1.0,13C,14-277.1,09/05/2020,2
9968,315085,0.0,Assault With Deadly Weapon Inflicting SeriousInjury,Fel,1.0,13A,14-32(B),10/10/2019,1
9969,315085,0.0,Assault With Deadly Weapon With Intent To Kill,Fel,1.0,13A,14-32(C),10/10/2019,2
9970,315085,0.0,Discharing Firearm Into Occupied Property,Fel,1.0,13A,14-34.1,10/10/2019,3
9971,315085,0.0,Injury To Personal Property,Misd,1.0,290,14-160,10/10/2019,4
9972,315098,0.0,Fail To Appear-criminal Summons Or Citation,Misd,1.0,90Z,15A-305(B)(3),10/25/2019,1
9973,327640,0.0,Assault With Deadly Weapon W/intent To Kill OrIsi,Fel,1.0,13A,14-32,12/29/2021,1
9974,327640,0.0,Discharing Firearm Into Occupied Property,Fel,1.0,13A,14-34.1,12/29/2021,2
9975,325676,0.0,Possess Marijuana Up To 1/2 Oz,Misd,1.0,35A,90-95(D4),08/12/2021,1
9976,327809,0.0,Simple Possession Of Schedule Ii ControlSubstance,Fel,1.0,35A,90-95(D)(2),11/03/2021,1
9977,327809,0.0,Possession Of Drug Paraphernalia,Misd,1.0,35B,90-113.22,11/03/2021,2
9978,318035,0.0,Concealment Of Merchandise,Misd,1.0,23C,14-72.1(A),04/30/2020,1
9979,317954,0.0,Larceny (misdemeanor),Misd,1.0,23H,14-72(A) M,04/24/2020,1
9980,318543,0.0,Simple Assault & Battery Or Affray,Misd,1.0,13B,14-33(A),05/31/2020,1
9981,325688,0.0,Receiving Or Transferring Stolen Vehicles,Fel,1.0,280,14-71.2,08/11/2021,1
9982,315322,0.0,Warrant Service For Other Jurisdiction,Fel,1.0,9910,WARR,11/19/2019,1
9983,309510,0.0,Assault Law Enforcement Or State Officer,Misd,2.0,13B,14-33(C4),02/21/2019,1
9984,309510,0.0,Driving While Impaired,Misd,1.0,90D,20-138.1,02/21/2019,2
